trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
32,0,32,0,5,76.1368695,76.1368695,0.011792,[0.04027777777777778],[0.375],[1],[0],[0],[1.8329787999391556],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
33,0,33,0,10,78.0223561,78.0223561,0.0505981,[0.13472222222222222],[0.15694444444444444],[1],[0],[0],[1.9919850999722257],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
34,0,34,0,10,80.0466756,80.0466756,0.0294342,[0.30833333333333335],[-0.35694444444444445],[1],[0],[0],[2.5512824999168515],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
35,0,35,0,10,82.6663117,82.6663117,0.0547951,[-0.1763888888888889],[-0.3972222222222222],[1],[0],[0],[2.9255624000215903],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
36,0,36,0,5,85.6031116,85.6031116,0.0120125,[0.3013888888888889],[0.34305555555555556],[1],[0],[0],[2.419236300047487],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
37,0,37,0,10,88.0432504,88.0432504,0.0232014,[-0.28888888888888886],[-0.029166666666666667],[1],[0],[0],[3.00403909990564],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
38,0,38,0,5,91.0799023,91.0799023,0.0253284,[-0.4],[0.22361111111111112],[1],[0],[0],[2.456251399940811],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
39,0,39,0,10,93.590213,93.590213,0.0493048,[-0.08611111111111111],[-0.16666666666666666],[1],[0],[0],[1.9078947000671178],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
40,0,40,0,5,95.5375349,95.5375349,0.0294253,[-0.39861111111111114],[0.32916666666666666],[1],[0],[0],[2.500717000104487],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
41,0,41,0,5,98.0526048,98.0526048,0.0115452,[-0.46944444444444444],[-0.05416666666666667],[1],[0],[0],[1.5690327999182045],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
42,0,42,0,10,99.6411496,99.6411496,0.0222536,[0.35833333333333334],[0.15694444444444444],[1],[0],[0],[2.504953800002113],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
43,0,43,0,5,102.1803803,102.1803803,0.0246375,[-0.3333333333333333],[0.4527777777777778],[1],[0],[0],[2.805287899915129],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
44,0,44,0,10,105.0096676,105.0096676,0.0254968,[-0.25277777777777777],[0.24583333333333332],[1],[0],[0],[1.8385526000056416],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
45,0,45,0,10,106.8742134,106.8742134,0.0232782,[-0.019444444444444445],[0.36944444444444446],[1],[0],[0],[2.5579166000243276],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
46,0,46,0,10,109.4537851,109.4537851,0.0192755,[-0.027777777777777776],[0.2152777777777778],[1],[0],[0],[1.5618856000946835],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
47,0,47,0,10,111.0420295,111.0420295,0.0229417,[0.14722222222222223],[0.12916666666666668],[1],[0],[0],[1.8417586999712512],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
48,0,48,0,5,112.9025814,112.9025814,0.0121122,[-0.45694444444444443],[-0.3111111111111111],[1],[0],[0],[2.300852600019425],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
49,0,49,0,10,115.2250206,115.2250206,0.0221753,[-0.1361111111111111],[0.09305555555555556],[1],[0],[0],[2.5421915999613702],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
50,0,50,0,10,117.8002505,117.8002505,0.0258434,[-0.2222222222222222],[-0.06805555555555555],[1],[0],[0],[2.3836072999984026],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
51,0,51,0,5,120.2024703,120.2024703,0.011104,[-0.36944444444444446],[0.16527777777777777],[1],[0],[0],[2.0041230999631807],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
52,0,52,0,10,122.2251434,122.2251434,0.0234086,[0.14305555555555555],[-0.4097222222222222],[1],[0],[0],[4.122926100040786],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
53,0,53,0,5,126.3698078,126.3698078,0.0125813,[0.32916666666666666],[0.26805555555555555],[1],[0],[0],[2.549228999996558],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
54,0,54,0,5,128.953729,128.953729,0.030229,[-0.29583333333333334],[-0.2361111111111111],[1],[0],[0],[2.1972489999607205],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
55,0,55,0,5,131.1866495,131.1866495,0.028996,[0.09027777777777778],[0.12083333333333333],[1],[0],[0],[2.164619200048037],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
56,0,56,0,10,133.4214978,133.4214978,0.0560316,[0.3111111111111111],[0.3138888888888889],[1],[0],[0],[2.4197618999751285],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
57,0,57,0,5,135.8587779,135.8587779,0.025705,[0.4305555555555556],[-0.4013888888888889],[1],[0],[0],[2.151480000000447],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
58,0,58,0,10,138.0603331,138.0603331,0.0391367,[-0.3902777777777778],[-0.20694444444444443],[1],[0],[0],[4.188869599951431],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
59,0,59,0,10,142.2727823,142.2727823,0.0223464,[0.2652777777777778],[0.19583333333333333],[1],[0],[0],[2.2734822999918833],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
60,0,60,0,5,144.580749,144.580749,0.0244901,[0.30833333333333335],[-0.16805555555555557],[1],[0],[0],[1.6396218999288976],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
61,0,61,0,10,146.2751814,146.2751814,0.0508141,[-0.07777777777777778],[0.2513888888888889],[1],[0],[0],[3.059808099991642],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
62,0,62,0,10,149.3583401,149.3583401,0.0219187,[0.22361111111111112],[0.4305555555555556],[1],[0],[0],[2.0726120000472292],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
63,0,63,0,10,151.4898837,151.4898837,0.0530458,[-0.3736111111111111],[0.25],[1],[0],[0],[2.676518800086342],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
64,0,64,0,10,154.191419,154.191419,0.0217774,[-0.12083333333333333],[-0.2125],[1],[0],[0],[2.342331700026989],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
65,0,65,0,10,156.5575219,156.5575219,0.0217816,[0.04861111111111111],[-0.058333333333333334],[1],[0],[0],[2.7394313000841066],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
66,0,66,0,5,159.3297882,159.3297882,0.0260317,[0.3347222222222222],[0.029166666666666667],[1],[0],[0],[1.9719598999945447],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
67,0,67,0,10,161.325553,161.325553,0.0229243,[0.34444444444444444],[0.1763888888888889],[1],[0],[0],[1.6061127000721171],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
68,0,68,0,5,162.9509615,162.9509615,0.0128405,[0.30694444444444446],[-0.016666666666666666],[1],[0],[0],[1.7664079000242054],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
69,0,69,0,5,164.744279,164.744279,0.0246453,[-0.18333333333333332],[-0.38472222222222224],[1],[0],[0],[2.486302900011651],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
70,0,70,0,10,167.2792556,167.2792556,0.0418597,[0.38472222222222224],[-0.3958333333333333],[1],[0],[0],[2.5839236000319943],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
71,0,71,0,10,169.9163847,169.9163847,0.0466255,[0.18472222222222223],[-0.0125],[1],[0],[0],[5.966937299934216],[],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
72,0,72,0,10,175.9059585,175.9059585,0.0213804,[-0.09027777777777778],[0.1875],[1],[0],[0],[2.2424939000047743],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
73,0,73,0,5,178.1676622,178.1676622,0.0123948,[0.42916666666666664],[-0.12638888888888888],[1],[0],[0],[1.8347525000572205],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
74,0,74,0,10,180.0224296,180.0224296,0.0225908,[-0.3236111111111111],[-0.36666666666666664],[1],[0],[0],[3.375399800017476],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
75,0,75,0,10,183.4193357,183.4193357,0.0191543,[0.041666666666666664],[0.35833333333333334],[1],[0],[0],[3.3778865000931546],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
76,0,76,0,5,186.8178035,186.8178035,0.0125817,[0.08888888888888889],[0.48194444444444445],[1],[0],[0],[3.1350948000326753],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
77,0,77,0,10,189.9737301,189.9737301,0.0236313,[0.1361111111111111],[-0.2902777777777778],[1],[0],[0],[4.340334800072014],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
78,0,78,0,5,194.3343019,194.3343019,0.0099702,[-0.029166666666666667],[0.2916666666666667],[1],[0],[0],[2.651417799992487],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
79,0,79,0,5,197.0122516,197.0122516,0.0249394,[0.3638888888888889],[-0.32083333333333336],[1],[0],[0],[1.7575208999915048],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
80,0,80,0,10,198.8100941,198.8100941,0.0354414,[0.22083333333333333],[-0.059722222222222225],[1],[0],[0],[1.9727294000331312],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
81,0,81,0,5,200.8004061,200.8004061,0.0121528,[0.49583333333333335],[0.25416666666666665],[1],[0],[0],[2.118309500045143],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
82,0,82,0,10,202.939122,202.939122,0.0222799,[0.09305555555555556],[-0.15555555555555556],[1],[0],[0],[2.638938899966888],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
83,0,83,0,5,205.6003121,205.6003121,0.0106173,[-0.42777777777777776],[0.4777777777777778],[1],[0],[0],[2.641266699996777],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
84,0,84,0,10,208.255894,208.255894,0.0222383,[0.1375],[0.42083333333333334],[1],[0],[0],[2.624649600009434],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
85,0,85,0,10,210.9054349,210.9054349,0.0217514,[0.23472222222222222],[0.06805555555555555],[1],[0],[0],[1.905675399932079],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
86,0,86,0,10,212.8674465,212.8674465,0.0468636,[0.39444444444444443],[0.36666666666666664],[1],[0],[0],[2.7512598000466824],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
87,0,87,0,10,215.6396143,215.6396143,0.022303,[-0.24861111111111112],[0.05694444444444444],[1],[0],[0],[6.907456999993883],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
88,0,88,0,10,222.5803505,222.5803505,0.0307365,[-0.2763888888888889],[0.08194444444444444],[1],[0],[0],[2.453222200041637],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
89,0,89,0,10,225.0629972,225.0629972,0.0253744,[-0.05555555555555555],[0.25416666666666665],[1],[0],[0],[2.919893200043589],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
90,0,90,0,10,228.0065749,228.0065749,0.0223685,[-0.06944444444444445],[0.2569444444444444],[1],[0],[0],[1.4087306000292301],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
91,0,91,0,5,229.4334204,229.4334204,0.0129384,[-0.4986111111111111],[-0.3819444444444444],[1],[0],[0],[2.401202000095509],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
92,0,92,0,5,231.850045,231.850045,0.0124003,[0.025],[-0.27361111111111114],[1],[0],[0],[1.9974519000388682],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
93,0,93,0,5,233.8668901,233.8668901,0.0107861,[-0.42916666666666664],[0.2513888888888889],[1],[0],[0],[2.857638799934648],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
94,0,94,0,5,236.7330009,236.7330009,0.0122483,[0.10972222222222222],[-0.03611111111111111],[1],[0],[0],[2.8815524000674486],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
95,0,95,0,5,239.6503216,239.6503216,0.0290275,[-0.39166666666666666],[-0.38472222222222224],[1],[0],[0],[3.4673314000247046],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
96,0,96,0,10,243.1390283,243.1390283,0.0229758,[-0.4097222222222222],[0.018055555555555554],[1],[0],[0],[9.35596469999291],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
97,0,97,0,10,252.5441206,252.5441206,0.0403342,[-0.16527777777777777],[-0.14583333333333334],[1],[0],[0],[1.6891506999963894],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
98,0,98,0,5,254.2497073,254.2497073,0.012591,[0.44583333333333336],[-0.17916666666666667],[1],[0],[0],[2.3001427000854164],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
99,0,99,0,10,256.5819127,256.5819127,0.0329078,[0.3861111111111111],[0.025],[1],[0],[0],[2.512163099949248],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
100,0,100,0,10,259.1660646,259.1660646,0.0540423,[-0.0125],[0.4013888888888889],[1],[0],[0],[2.1890461000148207],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
101,0,101,0,10,261.4167712,261.4167712,0.0553345,[-0.3875],[0.42083333333333334],[1],[0],[0],[1.989016899955459],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
102,0,102,0,10,263.4640982,263.4640982,0.052919,[0.34444444444444444],[-0.044444444444444446],[1],[0],[0],[2.2903572999639437],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
103,0,103,0,10,265.8165284,265.8165284,0.0547855,[-0.125],[0.07222222222222222],[1],[0],[0],[1.9386521999258548],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
104,0,104,0,10,267.8034421,267.8034421,0.0516496,[0.10694444444444444],[0.34305555555555556],[1],[0],[0],[3.179138600011356],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
105,0,105,0,5,270.9993337,270.9993337,0.0114537,[0.1875],[-0.07916666666666666],[1],[0],[0],[2.5181897999718785],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
106,0,106,0,10,273.536436,273.536436,0.0212633,[0.2708333333333333],[-0.04027777777777778],[1],[0],[0],[3.6108537000836805],[],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
107,0,107,0,10,277.1709125,277.1709125,0.0216104,[-0.19583333333333333],[-0.33194444444444443],[1],[0],[0],[2.5052248999709263],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
108,0,108,0,10,279.735396,279.735396,0.0447257,[0.13333333333333333],[0.09861111111111111],[1],[0],[0],[1.7695892999181524],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
109,0,109,0,10,281.5189328,281.5189328,0.0211433,[0.2902777777777778],[-0.1375],[1],[0],[0],[2.0264801000012085],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
110,0,110,0,10,283.5713879,283.5713879,0.0234793,[0.16805555555555557],[-0.06805555555555555],[1],[0],[0],[3.274970799917355],[],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
111,0,111,0,5,286.865883,286.865883,0.0117754,[0.2833333333333333],[-0.4152777777777778],[1],[0],[0],[3.0849515999434516],[],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
112,0,112,0,10,289.9699878,289.9699878,0.0207936,[-0.3458333333333333],[-0.05138888888888889],[1],[0],[0],[2.692640500026755],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
113,0,113,0,5,292.6818827,292.6818827,0.0115591,[-0.31527777777777777],[0.4111111111111111],[1],[0],[0],[2.419865599949844],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
114,0,114,0,5,295.1153524,295.1153524,0.0123519,[0.11805555555555555],[0.38333333333333336],[1],[0],[0],[2.43235740007367],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
115,0,115,0,5,297.5818997,297.5818997,0.0285041,[0.12222222222222222],[-0.04861111111111111],[1],[0],[0],[1.6651480000000447],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
116,0,116,0,5,299.2702215,299.2702215,0.0235542,[0.29305555555555557],[-0.1875],[1],[0],[0],[1.6697975000133738],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
117,0,117,0,5,300.9822844,300.9822844,0.0281932,[-0.09305555555555556],[0.24166666666666667],[1],[0],[0],[2.4841526999371126],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
118,0,118,0,5,303.4822146,303.4822146,0.0112207,[-0.25972222222222224],[0.3486111111111111],[1],[0],[0],[1.987103300052695],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
119,0,119,0,5,305.4818165,305.4818165,0.0113743,[-0.059722222222222225],[-0.18333333333333332],[1],[0],[0],[2.13512589992024],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
120,0,120,0,5,307.6319758,307.6319758,0.0109704,[-0.015277777777777777],[-0.31527777777777777],[1],[0],[0],[3.700666199903935],[],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
121,0,121,0,10,311.3686631,311.3686631,0.0255264,[-0.24861111111111112],[0.1736111111111111],[1],[0],[0],[5.887756999931298],['target'],211843,1,2023-09-28_19h30.08.532,visual_search_experiment,2023.1.3,60.11403634
