trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
122,0,122,0,5,317.2368015,317.2368015,0.0095488,[0.15416666666666667],[-0.3875],[1],[0],[0],[1.6874339999631047],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
123,0,123,0,10,318.9368661,318.9368661,0.0184367,[0.15],[0.2791666666666667],[1],[0],[0],[1.3958311999449506],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
124,0,124,0,5,320.3534203,320.3534203,0.0097434,[0.08472222222222223],[0.3472222222222222],[1],[0],[0],[1.5541164999594912],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
125,0,125,0,5,321.9197339,321.9197339,0.0097867,[-0.13055555555555556],[0.2986111111111111],[1],[0],[0],[1.6379859000444412],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
126,0,126,0,5,323.5699961,323.5699961,0.0097145,[0.08472222222222223],[0.2638888888888889],[1],[0],[0],[1.3376252999296412],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
127,0,127,0,10,324.9229038,324.9229038,0.0201504,[0.15138888888888888],[0.4708333333333333],[1],[0],[0],[2.876818499993533],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
128,0,128,0,5,327.819935,327.819935,0.0098474,[-0.11805555555555555],[0.21805555555555556],[1],[0],[0],[1.8053067999426275],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
129,0,129,0,5,329.6365153,329.6365153,0.0096953,[-0.24861111111111112],[0.4736111111111111],[1],[0],[0],[3.470443499973044],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
130,0,130,0,10,333.1201664,333.1201664,0.0183547,[-0.2611111111111111],[-0.0875],[1],[0],[0],[1.7624873999739066],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
131,0,131,0,10,334.9200852,334.9200852,0.019663,[-0.12083333333333333],[-0.04722222222222222],[1],[0],[0],[1.8112681000493467],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
132,0,132,0,10,336.7369809,336.7369809,0.0185729,[0.3625],[-0.31527777777777777],[1],[0],[0],[2.07816230005119],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
133,0,133,0,5,338.8360944,338.8360944,0.0096362,[-0.25277777777777777],[0.3375],[1],[0],[0],[1.87169990001712],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
134,0,134,0,5,340.7195765,340.7195765,0.0095248,[-0.4013888888888889],[0.02638888888888889],[1],[0],[0],[1.7543888000072911],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
135,0,135,0,5,342.4861401,342.4861401,0.0098252,[-0.32222222222222224],[0.45416666666666666],[1],[0],[0],[2.403518999926746],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
136,0,136,0,10,344.9028247,344.9028247,0.0183927,[0.3541666666666667],[-0.2861111111111111],[1],[0],[0],[2.4788026999449357],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
137,0,137,0,10,347.4024846,347.4024846,0.0184724,[0.2875],[0.04583333333333333],[1],[0],[0],[6.362692800001241],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
138,0,138,0,10,353.786554,353.786554,0.0183137,[-0.03333333333333333],[-0.3541666666666667],[1],[0],[0],[2.129529600031674],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
139,0,139,0,10,355.9372734,355.9372734,0.0184185,[-0.2763888888888889],[-0.21805555555555556],[1],[0],[0],[2.096229700022377],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
140,0,140,0,5,358.0525616,358.0525616,0.0096887,[0.4722222222222222],[0.4652777777777778],[1],[0],[0],[2.2708794999634847],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
141,0,141,0,10,360.3373004,360.3373004,0.0183455,[0.08055555555555556],[0.49166666666666664],[1],[0],[0],[3.4281908000120893],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
142,0,142,0,10,363.7884266,363.7884266,0.0197276,[0.18055555555555555],[-0.02361111111111111],[1],[0],[0],[1.7106917999917641],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
143,0,143,0,10,365.5203089,365.5203089,0.0190562,[-0.2986111111111111],[0.21944444444444444],[1],[0],[0],[2.1949493000283837],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
144,0,144,0,5,367.7361002,367.7361002,0.0097957,[0.06805555555555555],[0.17916666666666667],[1],[0],[0],[1.3706607000203803],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
145,0,145,0,10,369.1198591,369.1198591,0.0182873,[-0.07916666666666666],[0.2013888888888889],[1],[0],[0],[4.762108800001442],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
146,0,146,0,10,373.9029708,373.9029708,0.0185,[-0.058333333333333334],[-0.22777777777777777],[1],[0],[0],[3.727952199988067],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
147,0,147,0,5,377.652161,377.652161,0.0096605,[0.19166666666666668],[0.2986111111111111],[1],[0],[0],[3.8879361000144854],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
148,0,148,0,5,381.5522831,381.5522831,0.0098027,[0.05416666666666667],[0.15694444444444444],[1],[0],[0],[1.9717318000039086],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
149,0,149,0,10,383.5368899,383.5368899,0.0185055,[0.4875],[0.30833333333333335],[1],[0],[0],[2.0443361999932677],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
150,0,150,0,5,385.6023679,385.6023679,0.0096101,[-0.3375],[-0.24861111111111112],[1],[0],[0],[4.038938699988648],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
151,0,151,0,5,389.6521089,389.6521089,0.0096216,[0.041666666666666664],[0.1388888888888889],[1],[0],[0],[2.086775799980387],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
152,0,152,0,5,391.7520764,391.7520764,0.0094542,[-0.41944444444444445],[0.11805555555555555],[1],[0],[0],[1.7710214999970049],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
153,0,153,0,10,393.5363965,393.5363965,0.0186118,[-0.016666666666666666],[0.46805555555555556],[1],[0],[0],[3.745298199937679],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
154,0,154,0,5,397.3017537,397.3017537,0.0099414,[0.05],[0.44027777777777777],[1],[0],[0],[1.2378175999037921],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
155,0,155,0,10,398.5522115,398.5522115,0.0182259,[0.5083333333333333],[0.38472222222222224],[1],[0],[0],[2.5625725999707356],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
156,0,156,0,5,401.1351449,401.1351449,0.0096682,[-0.24027777777777778],[0.4736111111111111],[1],[0],[0],[5.537601500051096],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
157,0,157,0,10,406.6864885,406.6864885,0.0189832,[-0.44722222222222224],[-0.2125],[1],[0],[0],[2.0442078000633046],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
158,0,158,0,5,408.75176,408.75176,0.0096654,[0.11527777777777778],[0.43333333333333335],[1],[0],[0],[1.8212233999511227],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
159,0,159,0,10,410.5860926,410.5860926,0.0183305,[0.041666666666666664],[-0.2375],[1],[0],[0],[5.645371000049636],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
160,0,160,0,5,416.251762,416.251762,0.0095843,[-0.3486111111111111],[0.47638888888888886],[1],[0],[0],[4.25366390007548],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
161,0,161,0,5,420.517976,420.517976,0.009534,[-0.32916666666666666],[-0.4125],[1],[0],[0],[3.3715216000564396],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
162,0,162,0,10,423.9019097,423.9019097,0.0183099,[-0.30277777777777776],[0.25],[1],[0],[0],[1.879827499971725],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
163,0,163,0,10,425.8022563,425.8022563,0.0182296,[-0.2125],[-0.10138888888888889],[1],[0],[0],[1.928351099952124],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
164,0,164,0,5,427.7516443,427.7516443,0.0096488,[0.03888888888888889],[0.41944444444444445],[1],[0],[0],[1.5379225999349728],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
165,0,165,0,10,429.3013817,429.3013817,0.0178807,[-0.4444444444444444],[0.29305555555555557],[1],[0],[0],[2.129778299946338],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
166,0,166,0,5,431.4513431,431.4513431,0.0097383,[-0.07777777777777778],[-0.14166666666666666],[1],[0],[0],[1.7192495000781491],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
167,0,167,0,10,433.1844787,433.1844787,0.0182536,[0.058333333333333334],[0.39444444444444443],[1],[0],[0],[3.512763899983838],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
168,0,168,0,5,436.7179978,436.7179978,0.0095354,[0.4625],[-0.1986111111111111],[1],[0],[0],[2.038280099979602],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
169,0,169,0,10,438.7845249,438.7845249,0.0190843,[0.05694444444444444],[0.21666666666666667],[1],[0],[0],[1.5283800000324845],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
170,0,170,0,5,440.3179239,440.3179239,0.0098244,[0.2513888888888889],[0.07361111111111111],[1],[0],[0],[1.5205335000064224],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
171,0,171,0,5,441.8510797,441.8510797,0.0097157,[-0.3458333333333333],[-0.18333333333333332],[1],[0],[0],[2.0047260000137612],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
172,0,172,0,10,443.8687813,443.8687813,0.0186189,[0.4305555555555556],[-0.2847222222222222],[1],[0],[0],[2.2790996999247],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
173,0,173,0,5,446.1675256,446.1675256,0.0096318,[0.31666666666666665],[0.05138888888888889],[1],[0],[0],[2.637538000009954],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
174,0,174,0,5,448.8175694,448.8175694,0.0094589,[-0.09305555555555556],[-0.3125],[1],[0],[0],[2.053415499976836],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
175,0,175,0,5,450.8844842,450.8844842,0.0095236,[0.4236111111111111],[0.06111111111111111],[1],[0],[0],[2.0390263999579474],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
176,0,176,0,5,452.9340335,452.9340335,0.0097288,[-0.3486111111111111],[-0.3541666666666667],[1],[0],[0],[2.919649900053628],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
177,0,177,0,10,455.8678966,455.8678966,0.0184679,[0.30277777777777776],[-0.30277777777777776],[1],[0],[0],[2.9624404999194667],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
178,0,178,0,10,458.8518143,458.8518143,0.0187855,[-0.23055555555555557],[0.013888888888888888],[1],[0],[0],[2.1611453999066725],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
179,0,179,0,10,461.0337636,461.0337636,0.0182708,[0.12083333333333333],[-0.40555555555555556],[1],[0],[0],[2.8453611000441015],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
180,0,180,0,10,463.9174384,463.9174384,0.0188131,[0.1625],[0.4152777777777778],[1],[0],[0],[4.479419099981897],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
181,0,181,0,10,468.4015493,468.4015493,0.0186868,[0.004166666666666667],[-0.016666666666666666],[1],[0],[0],[2.862123299972154],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
182,0,182,0,10,471.2843851,471.2843851,0.0181027,[-0.25277777777777777],[0.475],[1],[0],[0],[5.51299829990603],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
183,0,183,0,5,476.8165164,476.8165164,0.0098339,[-0.27361111111111114],[-0.31666666666666665],[1],[0],[0],[1.98636500001885],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
184,0,184,0,5,478.8167137,478.8167137,0.0095554,[0.24583333333333332],[0.02361111111111111],[1],[0],[0],[1.5887278000591323],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
185,0,185,0,10,480.4179233,480.4179233,0.018202,[0.4263888888888889],[0.2708333333333333],[1],[0],[0],[1.3110500000184402],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
186,0,186,0,10,481.750176,481.750176,0.0183906,[0.059722222222222225],[0.32916666666666666],[1],[0],[0],[1.5125679000047967],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
187,0,187,0,5,483.2833618,483.2833618,0.0097628,[0.12638888888888888],[0.006944444444444444],[1],[0],[0],[1.353772799950093],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
188,0,188,0,5,484.6505013,484.6505013,0.0100207,[0.35555555555555557],[-0.09583333333333334],[1],[0],[0],[1.737136899959296],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
189,0,189,0,10,486.4002971,486.4002971,0.0181096,[0.44027777777777777],[0.4777777777777778],[1],[0],[0],[2.9963934998959303],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
190,0,190,0,10,489.4179076,489.4179076,0.018383,[-0.13194444444444445],[0.46805555555555556],[1],[0],[0],[4.5291549999965355],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
191,0,191,0,5,493.969426,493.969426,0.010068,[-0.11388888888888889],[0.09722222222222222],[1],[0],[0],[1.2530729999998584],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
192,0,192,0,5,495.2333756,495.2333756,0.0094914,[0.09166666666666666],[0.44027777777777777],[1],[0],[0],[1.4543099000584334],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
193,0,193,0,10,496.7008538,496.7008538,0.0185506,[0.44027777777777777],[0.3],[1],[0],[0],[3.662264999933541],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
194,0,194,0,10,500.3841032,500.3841032,0.0183347,[0.1],[-0.30277777777777776],[1],[0],[0],[1.6776786999544129],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
195,0,195,0,5,502.0832761,502.0832761,0.0101609,[-0.4930555555555556],[0.07916666666666666],[1],[0],[0],[2.438259099959396],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
196,0,196,0,10,504.5339865,504.5339865,0.0182191,[-0.4777777777777778],[-0.2152777777777778],[1],[0],[0],[3.0449986999155954],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
197,0,197,0,5,507.599736,507.599736,0.0097542,[0.4513888888888889],[-0.30694444444444446],[1],[0],[0],[2.071646700031124],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
198,0,198,0,10,509.6838167,509.6838167,0.018077,[0.39305555555555555],[-0.2375],[1],[0],[0],[2.12914030009415],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
199,0,199,0,10,511.8336005,511.8336005,0.0180958,[-0.08472222222222223],[0.2708333333333333],[1],[0],[0],[1.4965071000624448],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
