trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
10,0,10,0,10,37.581778,37.581778,0.0229615,[-0.43472222222222223],[-0.13194444444444445],[1],[0],[0],[5.574572900077328],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
11,0,11,0,5,43.1751234,43.1751234,0.0103177,[-0.2013888888888889],[-0.09166666666666666],[1],[0],[0],[1.2868783999001607],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
12,0,12,0,10,44.482672,44.482672,0.0240724,[0.49444444444444446],[-0.3333333333333333],[1],[0],[0],[2.2565472000278533],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
13,0,13,0,10,46.765292,46.765292,0.0232256,[0.26805555555555555],[-0.10694444444444444],[1],[0],[0],[3.840725200017914],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
14,0,14,0,5,50.6252182,50.6252182,0.0116316,[0.44305555555555554],[-0.2833333333333333],[1],[0],[0],[2.784696300048381],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
15,0,15,0,10,53.4317046,53.4317046,0.0246827,[-0.29583333333333334],[-0.38055555555555554],[1],[0],[0],[3.1561047000577673],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
16,0,16,0,5,56.6099103,56.6099103,0.0122361,[0.2847222222222222],[-0.25416666666666665],[1],[0],[0],[1.734853700036183],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
17,0,17,0,5,58.3598437,58.3598437,0.0116896,[-0.2513888888888889],[-0.32083333333333336],[1],[0],[0],[2.860217700013891],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
18,0,18,0,5,61.2250646,61.2250646,0.0124272,[-0.1625],[-0.4027777777777778],[1],[0],[0],[3.2128673000261188],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
19,0,19,0,10,64.4665831,64.4665831,0.0214834,[0.13472222222222222],[-0.02638888888888889],[1],[0],[0],[1.8678973999340087],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
20,0,20,0,5,66.3443358,66.3443358,0.0108722,[0.1597222222222222],[0.4027777777777778],[1],[0],[0],[1.5194499000208452],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
21,0,21,0,10,67.9004061,67.9004061,0.0267075,[-0.14305555555555555],[0.19166666666666668],[1],[0],[0],[1.5599722999613732],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
22,0,22,0,10,69.4807083,69.4807083,0.0219585,[0.26805555555555555],[0.15416666666666667],[1],[0],[0],[1.6788797000190243],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
23,0,23,0,10,71.1830562,71.1830562,0.0204687,[0.15],[-0.3486111111111111],[1],[0],[0],[2.08224529994186],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
24,0,24,0,5,73.2763783,73.2763783,0.0117333,[-0.25277777777777777],[-0.1875],[1],[0],[0],[2.0451160001102835],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
25,0,25,0,5,75.3412554,75.3412554,0.0125514,[-0.36944444444444446],[0.2777777777777778],[1],[0],[0],[2.567408900009468],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
26,0,26,0,5,77.925088,77.925088,0.0117234,[-0.225],[0.1763888888888889],[1],[0],[0],[2.0342301999917254],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
27,0,27,0,5,79.9761468,79.9761468,0.0160607,[0.49444444444444446],[-0.22083333333333333],[1],[0],[0],[2.148831600090489],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
28,0,28,0,5,82.141008,82.141008,0.0102405,[0.06111111111111111],[0.35555555555555557],[1],[0],[0],[1.8028180999681354],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
29,0,29,0,10,83.9611647,83.9611647,0.0212306,[-0.1986111111111111],[-0.1527777777777778],[1],[0],[0],[2.1760188000043854],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
30,0,30,0,5,86.1596455,86.1596455,0.010179,[0.043055555555555555],[0.4736111111111111],[1],[0],[0],[3.3702602999983355],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
31,0,31,0,10,89.5430354,89.5430354,0.0194312,[-0.35138888888888886],[0.39861111111111114],[1],[0],[0],[2.4248844999819994],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
32,0,32,0,5,91.9912357,91.9912357,0.0111087,[0.4013888888888889],[0.15694444444444444],[1],[0],[0],[1.6391191000584513],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
33,0,33,0,5,93.6412283,93.6412283,0.0100935,[0.26666666666666666],[-0.14583333333333334],[1],[0],[0],[1.6693720000330359],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
34,0,34,0,10,95.3257021,95.3257021,0.0187254,[0.31527777777777777],[0.0],[1],[0],[0],[2.096665999968536],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
35,0,35,0,10,97.4431293,97.4431293,0.0192155,[0.38472222222222224],[-0.3236111111111111],[1],[0],[0],[3.644332200055942],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
36,0,36,0,10,101.108447,101.108447,0.0187428,[-0.4111111111111111],[-0.025],[1],[0],[0],[2.0448799999430776],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
37,0,37,0,10,103.1757573,103.1757573,0.0190706,[-0.3638888888888889],[0.04027777777777778],[1],[0],[0],[1.39512600004673],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
38,0,38,0,10,104.5925093,104.5925093,0.0191353,[-0.15138888888888888],[-0.4041666666666667],[1],[0],[0],[3.9945749000180513],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
39,0,39,0,5,108.6075367,108.6075367,0.0098398,[-0.3958333333333333],[-0.39861111111111114],[1],[0],[0],[2.170066799968481],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
40,0,40,0,5,110.7908226,110.7908226,0.0097097,[-0.2263888888888889],[0.2569444444444444],[1],[0],[0],[1.4546381999971345],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
41,0,41,0,5,112.2574025,112.2574025,0.0098222,[-0.21944444444444444],[0.006944444444444444],[1],[0],[0],[1.3212008000118658],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
42,0,42,0,5,113.5907806,113.5907806,0.010008,[-0.14583333333333334],[0.22083333333333333],[1],[0],[0],[2.1532150000566617],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
43,0,43,0,5,115.7572939,115.7572939,0.0096491,[-0.3055555555555556],[-0.09861111111111111],[1],[0],[0],[1.9216998000629246],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
44,0,44,0,5,117.6906892,117.6906892,0.0104085,[-0.1],[-0.2791666666666667],[1],[0],[0],[2.2039408999262378],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
45,0,45,0,10,119.9090598,119.9090598,0.0187765,[0.3625],[0.44166666666666665],[1],[0],[0],[3.5279717999510467],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
46,0,46,0,5,123.4571729,123.4571729,0.0098963,[0.2013888888888889],[-0.2833333333333333],[1],[0],[0],[2.4370916999178007],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
47,0,47,0,5,125.9071932,125.9071932,0.0102,[-0.05694444444444444],[-0.3458333333333333],[1],[0],[0],[1.9370610999176279],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
48,0,48,0,5,127.8571747,127.8571747,0.0102619,[0.05277777777777778],[0.18611111111111112],[1],[0],[0],[1.7532308000372723],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
49,0,49,0,10,129.6240069,129.6240069,0.0188828,[-0.18472222222222223],[0.10277777777777777],[1],[0],[0],[1.5127708999207243],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
50,0,50,0,10,131.1589149,131.1589149,0.0188866,[-0.018055555555555554],[-0.3958333333333333],[1],[0],[0],[10.594646699959412],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
51,0,51,0,10,141.7756171,141.7756171,0.0194324,[-0.44166666666666665],[-0.37222222222222223],[1],[0],[0],[1.7788524000206962],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
52,0,52,0,5,143.5734851,143.5734851,0.0100645,[-0.3736111111111111],[0.03333333333333333],[1],[0],[0],[1.7860947999870405],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
53,0,53,0,10,145.3745384,145.3745384,0.0187457,[0.1111111111111111],[-0.1638888888888889],[1],[0],[0],[3.5445524000097066],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
54,0,54,0,5,148.9398503,148.9398503,0.0096871,[-0.19027777777777777],[0.37083333333333335],[1],[0],[0],[1.355048400000669],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
55,0,55,0,10,150.3075396,150.3075396,0.0186366,[-0.15694444444444444],[-0.1986111111111111],[1],[0],[0],[4.044301300076768],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
56,0,56,0,5,154.3729191,154.3729191,0.0098701,[-0.16805555555555557],[0.1388888888888889],[1],[0],[0],[1.7212081000907347],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
57,0,57,0,10,156.1071359,156.1071359,0.0186115,[0.0375],[0.4305555555555556],[1],[0],[0],[3.196422699955292],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
58,0,58,0,5,159.3231641,159.3231641,0.0102219,[0.006944444444444444],[-0.38055555555555554],[1],[0],[0],[2.1524493999313563],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
59,0,59,0,10,161.4900394,161.4900394,0.0187235,[0.42916666666666664],[-0.14583333333333334],[1],[0],[0],[2.745459400000982],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
60,0,60,0,5,164.2562241,164.2562241,0.0097739,[0.4152777777777778],[-0.16527777777777777],[1],[0],[0],[1.720461399992928],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
61,0,61,0,5,165.9895372,165.9895372,0.0097715,[0.4791666666666667],[-0.14583333333333334],[1],[0],[0],[3.003968699951656],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
62,0,62,0,5,169.0060443,169.0060443,0.0102992,[0.13055555555555556],[0.37222222222222223],[1],[0],[0],[1.337199499947019],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
63,0,63,0,10,170.3570169,170.3570169,0.0186708,[-0.10694444444444444],[0.03333333333333333],[1],[0],[0],[1.2778097999980673],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
64,0,64,0,5,171.6561486,171.6561486,0.0098395,[-0.4527777777777778],[-0.40694444444444444],[1],[0],[0],[2.571852899971418],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
65,0,65,0,5,174.2392085,174.2392085,0.0099516,[0.3388888888888889],[0.2611111111111111],[1],[0],[0],[1.3703937000827864],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
66,0,66,0,10,175.6395551,175.6395551,0.0193535,[0.019444444444444445],[0.07916666666666666],[1],[0],[0],[1.6269984999671578],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
67,0,67,0,5,177.2746199,177.2746199,0.0100147,[0.20555555555555555],[0.4375],[1],[0],[0],[2.071612300002016],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
68,0,68,0,5,179.3560891,179.3560891,0.0096605,[-0.36944444444444446],[-0.2986111111111111],[1],[0],[0],[2.353314199950546],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
69,0,69,0,5,181.7225869,181.7225869,0.0101359,[-0.29583333333333334],[0.17916666666666667],[1],[0],[0],[1.554333099978976],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
70,0,70,0,5,183.289154,183.289154,0.0095532,[0.39166666666666666],[0.47638888888888886],[1],[0],[0],[2.7367396000772715],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
71,0,71,0,5,186.0394139,186.0394139,0.0096987,[-0.2652777777777778],[0.47638888888888886],[1],[0],[0],[1.8540123999118805],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
72,0,72,0,10,187.9073715,187.9073715,0.0188866,[0.4375],[-0.1763888888888889],[1],[0],[0],[1.8283718000166118],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
73,0,73,0,10,189.7575084,189.7575084,0.0187331,[-0.4222222222222222],[0.2902777777777778],[1],[0],[0],[2.0623862999491394],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
74,0,74,0,5,191.8388348,191.8388348,0.00991,[-0.4125],[0.18472222222222223],[1],[0],[0],[1.3860071999952197],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
75,0,75,0,10,193.240117,193.240117,0.0191102,[0.14027777777777778],[0.13194444444444445],[1],[0],[0],[1.3953017999883741],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
76,0,76,0,5,194.6557616,194.6557616,0.0100216,[-0.004166666666666667],[-0.1638888888888889],[1],[0],[0],[1.337026400025934],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
77,0,77,0,5,196.0084159,196.0084159,0.0098927,[-0.02361111111111111],[-0.3333333333333333],[1],[0],[0],[2.903814100078307],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
78,0,78,0,10,198.9227126,198.9227126,0.0186484,[0.1763888888888889],[-0.29305555555555557],[1],[0],[0],[2.1118255000328645],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
79,0,79,0,5,201.0556919,201.0556919,0.0097941,[-0.28888888888888886],[-0.06944444444444445],[1],[0],[0],[2.27187070006039],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
80,0,80,0,5,203.3388947,203.3388947,0.0095983,[-0.4486111111111111],[-0.0625],[1],[0],[0],[1.5540069999406114],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
81,0,81,0,5,204.9056051,204.9056051,0.0095788,[0.07222222222222222],[-0.043055555555555555],[1],[0],[0],[1.5049246000126004],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
82,0,82,0,5,206.4222867,206.4222867,0.0096768,[0.06805555555555555],[0.19444444444444445],[1],[0],[0],[1.47152390005067],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
83,0,83,0,5,207.9056844,207.9056844,0.0103781,[-0.39305555555555555],[0.36944444444444446],[1],[0],[0],[1.8029040999244899],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
84,0,84,0,5,209.7221793,209.7221793,0.0096644,[-0.45416666666666666],[-0.004166666666666667],[1],[0],[0],[2.4203094999538735],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
85,0,85,0,5,212.1553913,212.1553913,0.0097161,[0.08055555555555556],[-0.4027777777777778],[1],[0],[0],[2.2709375000558794],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
86,0,86,0,5,214.4387387,214.4387387,0.0096181,[-0.36666666666666664],[0.37916666666666665],[1],[0],[0],[1.938802200020291],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
87,0,87,0,10,216.3908894,216.3908894,0.0195457,[0.2847222222222222],[-0.1361111111111111],[1],[0],[0],[3.3270096000051126],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
88,0,88,0,5,219.7387717,219.7387717,0.0097216,[-0.18888888888888888],[-0.4125],[1],[0],[0],[3.137166899978183],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
89,0,89,0,5,222.888515,222.888515,0.0096169,[0.2611111111111111],[0.3541666666666667],[1],[0],[0],[2.05397579993587],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
90,0,90,0,10,224.9549255,224.9549255,0.0183088,[-0.3013888888888889],[0.09166666666666666],[1],[0],[0],[1.5802790001034737],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
91,0,91,0,5,226.5551045,226.5551045,0.0100704,[0.1527777777777778],[0.4888888888888889],[1],[0],[0],[3.253148900112137],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
92,0,92,0,10,229.8221283,229.8221283,0.0185786,[0.35694444444444445],[0.4166666666666667],[1],[0],[0],[1.9444848999846727],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
93,0,93,0,5,231.7882439,231.7882439,0.0096501,[-0.2625],[0.05138888888888889],[1],[0],[0],[2.1391735000070184],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
94,0,94,0,10,233.9394318,233.9394318,0.0184675,[0.22916666666666666],[0.4625],[1],[0],[0],[4.96119489998091],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
95,0,95,0,5,238.9215537,238.9215537,0.0100023,[-0.2013888888888889],[-0.35],[1],[0],[0],[2.004335099947639],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
96,0,96,0,5,240.9384693,240.9384693,0.0098883,[-0.3375],[-0.4166666666666667],[1],[0],[0],[2.421223499928601],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
97,0,97,0,5,243.3714855,243.3714855,0.009666,[0.2791666666666667],[0.3055555555555556],[1],[0],[0],[3.1036357999546453],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
98,0,98,0,10,246.4883444,246.4883444,0.0182954,[-0.075],[-0.11805555555555555],[1],[0],[0],[3.096579600009136],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
99,0,99,0,5,249.6044415,249.6044415,0.0096567,[-0.35555555555555557],[-0.2763888888888889],[1],[0],[0],[2.6363746999995783],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
100,0,100,0,5,252.2545641,252.2545641,0.0096503,[0.005555555555555556],[-0.21666666666666667],[1],[0],[0],[2.0058570000110194],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
101,0,101,0,5,254.2713572,254.2713572,0.0097649,[0.28194444444444444],[0.3680555555555556],[1],[0],[0],[2.920040800003335],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
102,0,102,0,10,257.2054429,257.2054429,0.0188053,[0.26944444444444443],[0.14027777777777778],[1],[0],[0],[3.211176299955696],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
103,0,103,0,5,260.437642,260.437642,0.0097063,[-0.23194444444444445],[0.28055555555555556],[1],[0],[0],[2.4546989999944344],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
104,0,104,0,5,262.9044084,262.9044084,0.0096905,[0.4],[0.19305555555555556],[1],[0],[0],[1.7051015000324696],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
105,0,105,0,10,264.6218737,264.6218737,0.018266,[0.15138888888888888],[0.44027777777777777],[1],[0],[0],[3.1110531999729574],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
106,0,106,0,10,267.7541378,267.7541378,0.018578,[-0.034722222222222224],[-0.17916666666666667],[1],[0],[0],[1.696249199914746],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
107,0,107,0,5,269.4731605,269.4731605,0.01037,[0.6791666666666667],[0.0625],[1],[0],[0],[14.931032399996184],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
108,0,108,0,10,284.4386433,284.4386433,0.0215103,[-0.08055555555555556],[0.2902777777777778],[1],[0],[0],[2.5474904000293463],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
109,0,109,0,5,286.9874985,286.9874985,0.0096461,[0.23194444444444445],[-0.4097222222222222],[1],[0],[0],[2.704570999951102],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
110,0,110,0,5,289.7038317,289.7038317,0.0098339,[-0.3819444444444444],[-0.29583333333333334],[1],[0],[0],[2.788692200090736],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
111,0,111,0,5,292.5035517,292.5035517,0.0097287,[0.09305555555555556],[0.4597222222222222],[1],[0],[0],[1.785970300086774],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
112,0,112,0,5,294.3038758,294.3038758,0.0097869,[-0.1375],[-0.07222222222222222],[1],[0],[0],[1.6388593000592664],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
113,0,113,0,5,295.9541131,295.9541131,0.0098517,[0.020833333333333332],[0.03194444444444444],[1],[0],[0],[1.7528448000084609],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
114,0,114,0,10,297.737112,297.737112,0.0205791,[-0.1111111111111111],[-0.0125],[1],[0],[0],[1.678288499941118],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
115,0,115,0,5,299.420397,299.420397,0.0101464,[0.3388888888888889],[0.25416666666666665],[1],[0],[0],[1.61891389999073],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
116,0,116,0,5,301.0556802,301.0556802,0.0099514,[0.2763888888888889],[0.1527777777777778],[1],[0],[0],[2.9051571000600234],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
117,0,117,0,10,303.9714442,303.9714442,0.0184064,[0.019444444444444445],[-0.016666666666666666],[1],[0],[0],[2.260887600015849],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
118,0,118,0,10,306.2543038,306.2543038,0.018835,[-0.23472222222222222],[0.24583333333333332],[1],[0],[0],[1.7461844999343157],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
119,0,119,0,10,308.0211718,308.0211718,0.0186368,[-0.3875],[-0.03194444444444444],[1],[0],[0],[2.527975899982266],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
120,0,120,0,10,310.5704182,310.5704182,0.0183534,[0.022222222222222223],[-0.07083333333333333],[1],[0],[0],[4.2447039999533445],[],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
121,0,121,0,10,314.8367702,314.8367702,0.018387,[0.35833333333333334],[-0.15694444444444444],[1],[0],[0],[2.379924700013362],['target'],664472,1,2023-09-27_23h41.20.858,visual_search_experiment,2023.1.3,59.5397931
