trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
13,0,13,0,10,40.2622022,40.2622022,0.0216732,[-0.4152777777777778],[-0.32083333333333336],[1],[0],[0],[2.323808400076814],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
14,0,14,0,10,42.6094385,42.6094385,0.0212117,[0.35694444444444445],[0.31805555555555554],[1],[0],[0],[3.5274225999601185],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
15,0,15,0,5,46.156456,46.156456,0.0123971,[0.3736111111111111],[0.06527777777777778],[1],[0],[0],[1.8183487000642344],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
16,0,16,0,10,47.9967974,47.9967974,0.0221735,[-0.2875],[0.14444444444444443],[1],[0],[0],[2.8590444000437856],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
17,0,17,0,10,50.8787674,50.8787674,0.0216255,[-0.4722222222222222],[0.4652777777777778],[1],[0],[0],[4.091150599997491],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
18,0,18,0,10,54.9961466,54.9961466,0.0231028,[0.3486111111111111],[0.1125],[1],[0],[0],[2.556976900086738],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
19,0,19,0,10,57.577156,57.577156,0.0216502,[0.17777777777777778],[0.05416666666666667],[1],[0],[0],[1.7252755999797955],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
20,0,20,0,10,59.3285316,59.3285316,0.0233644,[0.21944444444444444],[0.059722222222222225],[1],[0],[0],[1.724577600019984],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
21,0,21,0,5,61.073831,61.073831,0.0122832,[0.019444444444444445],[0.15138888888888888],[1],[0],[0],[1.917773799970746],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
22,0,22,0,10,63.0136911,63.0136911,0.0223106,[0.49027777777777776],[0.46944444444444444],[1],[0],[0],[2.707668700022623],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
23,0,23,0,5,65.7397723,65.7397723,0.0113809,[-0.42916666666666664],[-0.029166666666666667],[1],[0],[0],[2.2367790000280365],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
24,0,24,0,10,67.9951921,67.9951921,0.0222983,[0.35833333333333334],[0.20972222222222223],[1],[0],[0],[6.458263000007719],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
25,0,25,0,10,74.4788084,74.4788084,0.0220599,[0.44305555555555554],[0.1625],[1],[0],[0],[1.82686949998606],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
26,0,26,0,10,76.3294307,76.3294307,0.0208825,[0.19166666666666668],[0.4222222222222222],[1],[0],[0],[2.3735876000719145],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
27,0,27,0,10,78.7265429,78.7265429,0.021477,[0.20972222222222223],[0.2569444444444444],[1],[0],[0],[1.2611332000233233],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
28,0,28,0,10,80.0109543,80.0109543,0.0217703,[0.02361111111111111],[-0.15833333333333333],[1],[0],[0],[1.9739474999951199],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
29,0,29,0,5,82.0060226,82.0060226,0.0116419,[0.04583333333333333],[-0.020833333333333332],[1],[0],[0],[1.6530821000924334],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
30,0,30,0,5,83.6728469,83.6728469,0.0122982,[0.08194444444444444],[-0.0375],[1],[0],[0],[1.6181833000155166],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
31,0,31,0,5,85.3062919,85.3062919,0.0115585,[-0.4083333333333333],[-0.08888888888888889],[1],[0],[0],[2.0036405000137165],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
32,0,32,0,5,87.3230646,87.3230646,0.0121884,[-0.12777777777777777],[-0.07916666666666666],[1],[0],[0],[1.7001942000351846],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
33,0,33,0,5,89.0394876,89.0394876,0.0121442,[0.26805555555555555],[-0.10416666666666667],[1],[0],[0],[1.8188525000587106],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
34,0,34,0,10,90.8762312,90.8762312,0.0216245,[-0.49027777777777776],[0.28055555555555556],[1],[0],[0],[2.593136199982837],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
35,0,35,0,5,93.4899571,93.4899571,0.0117997,[-0.2847222222222222],[-0.375],[1],[0],[0],[2.235685999970883],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
36,0,36,0,10,95.7452108,95.7452108,0.0222762,[0.12222222222222222],[0.2652777777777778],[1],[0],[0],[2.3405862000072375],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
37,0,37,0,5,98.1058029,98.1058029,0.0130287,[-0.3680555555555556],[-0.34444444444444444],[1],[0],[0],[2.350848399917595],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
38,0,38,0,10,100.4772056,100.4772056,0.0216674,[0.40694444444444444],[0.3902777777777778],[1],[0],[0],[2.82608629995957],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
39,0,39,0,10,103.327503,103.327503,0.0217201,[0.08472222222222223],[0.4361111111111111],[1],[0],[0],[2.1264344999799505],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
40,0,40,0,10,105.4786037,105.4786037,0.0214267,[0.3861111111111111],[0.21388888888888888],[1],[0],[0],[2.158504500053823],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
41,0,41,0,10,107.6619214,107.6619214,0.023432,[0.31805555555555554],[-0.27361111111111114],[1],[0],[0],[2.8417285999748856],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
42,0,42,0,10,110.5275843,110.5275843,0.0209397,[0.03333333333333333],[-0.12638888888888888],[1],[0],[0],[1.9253390999510884],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
43,0,43,0,5,112.4722414,112.4722414,0.0128009,[-0.4],[-0.2638888888888889],[1],[0],[0],[2.267569600022398],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
44,0,44,0,10,114.7625854,114.7625854,0.0241643,[-0.20972222222222223],[-0.26944444444444443],[1],[0],[0],[1.6236542999977246],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
45,0,45,0,10,116.4110602,116.4110602,0.0215584,[-0.175],[0.10555555555555556],[1],[0],[0],[3.25906350009609],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
46,0,46,0,10,119.6939082,119.6939082,0.0223556,[0.33194444444444443],[-0.013888888888888888],[1],[0],[0],[2.2243834999389946],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
47,0,47,0,10,121.9442632,121.9442632,0.0237612,[0.04861111111111111],[0.24305555555555555],[1],[0],[0],[1.590747799957171],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
48,0,48,0,5,123.5553567,123.5553567,0.011831,[0.14305555555555555],[-0.38333333333333336],[1],[0],[0],[2.0190529000246897],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
49,0,49,0,10,125.5951263,125.5951263,0.0228882,[0.24305555555555555],[0.24166666666666667],[1],[0],[0],[1.9409477000590414],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
50,0,50,0,10,127.560289,127.560289,0.0215666,[-0.2652777777777778],[0.24583333333333332],[1],[0],[0],[2.2428400999633595],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
51,0,51,0,5,129.8217604,129.8217604,0.0121467,[0.3541666666666667],[0.4708333333333333],[1],[0],[0],[3.5189097999827936],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
52,0,52,0,5,133.3552293,133.3552293,0.0115625,[0.2263888888888889],[0.25555555555555554],[1],[0],[0],[1.6522005000151694],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
53,0,53,0,10,135.0267537,135.0267537,0.0214989,[0.22916666666666666],[-0.33194444444444443],[1],[0],[0],[1.909602600033395],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
54,0,54,0,10,136.9556911,136.9556911,0.0179282,[0.49166666666666664],[0.08333333333333333],[1],[0],[0],[1.9803441999247298],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
55,0,55,0,5,138.9559803,138.9559803,0.0116114,[0.3],[0.20694444444444443],[1],[0],[0],[1.584260700037703],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
56,0,56,0,5,140.5551754,140.5551754,0.0117379,[-0.10416666666666667],[0.058333333333333334],[1],[0],[0],[2.6350120999850333],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
57,0,57,0,10,143.2091162,143.2091162,0.0217209,[0.4236111111111111],[0.17916666666666667],[1],[0],[0],[2.21001229993999],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
58,0,58,0,5,145.4384163,145.4384163,0.0114734,[-0.3402777777777778],[0.42083333333333334],[1],[0],[0],[2.3518313000677153],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
59,0,59,0,5,147.8060692,147.8060692,0.0120079,[-0.06111111111111111],[0.35138888888888886],[1],[0],[0],[2.6690508000319824],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
60,0,60,0,5,150.488199,150.488199,0.0119972,[-0.016666666666666666],[0.32916666666666666],[1],[0],[0],[1.7194053999846801],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
61,0,61,0,10,152.2274475,152.2274475,0.0227196,[0.43194444444444446],[0.3819444444444444],[1],[0],[0],[2.8572314999764785],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
62,0,62,0,5,155.1046719,155.1046719,0.0109265,[-0.3763888888888889],[0.2875],[1],[0],[0],[3.337137099937536],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
63,0,63,0,10,158.4601939,158.4601939,0.0212294,[0.12916666666666668],[-0.05],[1],[0],[0],[2.307709800079465],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
64,0,64,0,5,160.7877964,160.7877964,0.0115023,[-0.07916666666666666],[0.04027777777777778],[1],[0],[0],[1.5527119999751449],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
65,0,65,0,5,162.3547524,162.3547524,0.0114167,[0.008333333333333333],[-0.4027777777777778],[1],[0],[0],[2.0041500999359414],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
66,0,66,0,10,164.3777215,164.3777215,0.0208252,[-0.04861111111111111],[-0.3416666666666667],[1],[0],[0],[1.4598359999945387],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
67,0,67,0,10,165.8594184,165.8594184,0.0209719,[-0.2361111111111111],[0.44166666666666665],[1],[0],[0],[2.5601833999389783],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
68,0,68,0,5,168.4375248,168.4375248,0.0128931,[-0.4652777777777778],[-0.40694444444444444],[1],[0],[0],[2.6665884000249207],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
69,0,69,0,5,171.1214152,171.1214152,0.0127311,[0.16111111111111112],[-0.19583333333333333],[1],[0],[0],[1.5178483000490814],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
70,0,70,0,5,172.6542441,172.6542441,0.0115633,[-0.1638888888888889],[0.45416666666666666],[1],[0],[0],[2.3193817998981103],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
71,0,71,0,5,174.9877464,174.9877464,0.0143186,[-0.19305555555555556],[0.14305555555555555],[1],[0],[0],[1.7824243999784812],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
72,0,72,0,10,176.7881851,176.7881851,0.0190432,[0.0],[0.42916666666666664],[1],[0],[0],[2.345711400033906],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
73,0,73,0,10,179.1598281,179.1598281,0.0214612,[-0.2652777777777778],[0.02361111111111111],[1],[0],[0],[2.15984340000432],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
74,0,74,0,10,181.343854,181.343854,0.0210302,[0.0625],[-0.06111111111111111],[1],[0],[0],[2.241587199969217],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
75,0,75,0,10,183.6094283,183.6094283,0.0214483,[0.18888888888888888],[0.2777777777777778],[1],[0],[0],[1.8939054999500513],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
76,0,76,0,5,185.5210079,185.5210079,0.0121921,[-0.3013888888888889],[0.1527777777777778],[1],[0],[0],[1.8014958000276238],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
77,0,77,0,5,187.3381233,187.3381233,0.0122942,[-0.30972222222222223],[-0.1875],[1],[0],[0],[1.917316099978052],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
78,0,78,0,5,189.2704226,189.2704226,0.0114552,[-0.24305555555555555],[0.001388888888888889],[1],[0],[0],[1.4199744000798091],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
79,0,79,0,10,190.7081321,190.7081321,0.0216109,[-0.3680555555555556],[0.13472222222222222],[1],[0],[0],[1.7582736000185832],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
80,0,80,0,5,192.4873508,192.4873508,0.0114985,[0.09722222222222222],[0.28194444444444444],[1],[0],[0],[1.8702537000644952],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
81,0,81,0,5,194.3708666,194.3708666,0.0120271,[-0.37777777777777777],[0.12083333333333333],[1],[0],[0],[2.0170965999132022],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
82,0,82,0,5,196.4039439,196.4039439,0.0112289,[-0.25833333333333336],[0.004166666666666667],[1],[0],[0],[1.6711540999822319],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
83,0,83,0,10,198.0919936,198.0919936,0.0206871,[-0.02638888888888889],[-0.36944444444444446],[1],[0],[0],[2.5595608999719843],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
84,0,84,0,5,200.6702996,200.6702996,0.0116491,[-0.03194444444444444],[0.1875],[1],[0],[0],[1.7696455999976024],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
85,0,85,0,10,202.4605044,202.4605044,0.022483,[0.3597222222222222],[-0.13472222222222222],[1],[0],[0],[3.556579599971883],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
86,0,86,0,10,206.0423651,206.0423651,0.0217858,[0.2902777777777778],[-0.23472222222222222],[1],[0],[0],[1.6934217000380158],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
87,0,87,0,5,207.7531553,207.7531553,0.0128459,[0.019444444444444445],[-0.1125],[1],[0],[0],[2.5011469000019133],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
88,0,88,0,10,210.2766639,210.2766639,0.021649,[0.4027777777777778],[-0.2638888888888889],[1],[0],[0],[3.4256444999482483],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
89,0,89,0,5,213.7209127,213.7209127,0.0129423,[-0.39444444444444443],[-0.3055555555555556],[1],[0],[0],[2.466909399954602],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
90,0,90,0,5,216.2036185,216.2036185,0.0116586,[-0.24722222222222223],[0.175],[1],[0],[0],[2.4367683000164106],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
91,0,91,0,5,218.6533456,218.6533456,0.0112319,[-0.12638888888888888],[-0.18333333333333332],[1],[0],[0],[1.8685077999252826],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
92,0,92,0,10,220.5406583,220.5406583,0.0211822,[0.3597222222222222],[0.45416666666666666],[1],[0],[0],[2.510037099942565],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
93,0,93,0,10,223.0768082,223.0768082,0.0231508,[-0.3625],[0.06944444444444445],[1],[0],[0],[2.3071556999348104],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
94,0,94,0,5,225.4029995,225.4029995,0.0120931,[0.029166666666666667],[-0.28055555555555556],[1],[0],[0],[1.9858775000320747],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
95,0,95,0,10,227.4092924,227.4092924,0.0230739,[0.13472222222222222],[0.23194444444444445],[1],[0],[0],[2.757437099935487],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
96,0,96,0,5,230.1871144,230.1871144,0.0115852,[-0.42777777777777776],[0.3625],[1],[0],[0],[2.169542899937369],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
97,0,97,0,10,232.3746089,232.3746089,0.0209137,[0.4888888888888889],[0.25555555555555554],[1],[0],[0],[2.1608119000447914],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
98,0,98,0,5,234.5534844,234.5534844,0.0116728,[0.3263888888888889],[0.19027777777777777],[1],[0],[0],[1.6670223999535665],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
99,0,99,0,5,236.2362233,236.2362233,0.0119212,[-0.1597222222222222],[-0.12777777777777777],[1],[0],[0],[2.901768199983053],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
100,0,100,0,5,239.1528591,239.1528591,0.0117861,[0.4652777777777778],[0.03333333333333333],[1],[0],[0],[1.6518037000205368],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
101,0,101,0,10,240.8247275,240.8247275,0.0227812,[-0.3486111111111111],[-0.3416666666666667],[1],[0],[0],[2.7581232000375167],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
102,0,102,0,5,243.6031979,243.6031979,0.0112089,[-0.4847222222222222],[0.4125],[1],[0],[0],[2.3707448000786826],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
103,0,103,0,10,245.9935802,245.9935802,0.0242141,[-0.018055555555555554],[-0.39305555555555555],[1],[0],[0],[4.6729517000494525],[],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
104,0,104,0,10,250.692684,250.692684,0.0214523,[-0.49027777777777776],[0.16944444444444445],[1],[0],[0],[2.9575906000100076],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
105,0,105,0,10,253.6736767,253.6736767,0.0227513,[-0.3958333333333333],[-0.2388888888888889],[1],[0],[0],[2.374649800010957],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
106,0,106,0,5,256.0691174,256.0691174,0.0116075,[0.1125],[0.3111111111111111],[1],[0],[0],[2.0693236999213696],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
107,0,107,0,10,258.1582056,258.1582056,0.0216818,[-0.49722222222222223],[-0.42083333333333334],[1],[0],[0],[3.4424724000273272],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
108,0,108,0,10,261.6254172,261.6254172,0.0232863,[-0.4222222222222222],[-0.06805555555555555],[1],[0],[0],[2.2727913999697194],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
109,0,109,0,5,263.9189691,263.9189691,0.0114742,[-0.3541666666666667],[0.44583333333333336],[1],[0],[0],[2.2704520999686792],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
110,0,110,0,10,266.207281,266.207281,0.0215668,[0.47638888888888886],[0.09027777777777778],[1],[0],[0],[2.5933083000127226],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
111,0,111,0,10,268.8274172,268.8274172,0.0228511,[-0.15],[0.009722222222222222],[1],[0],[0],[2.1400227000704035],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
112,0,112,0,10,270.9924157,270.9924157,0.0213893,[0.3402777777777778],[0.2861111111111111],[1],[0],[0],[4.192390799988061],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
113,0,113,0,10,275.2064458,275.2064458,0.0206161,[0.4097222222222222],[-0.10694444444444444],[1],[0],[0],[1.8612879000138491],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
114,0,114,0,10,277.0908333,277.0908333,0.0216315,[0.11666666666666667],[-0.05694444444444444],[1],[0],[0],[1.5415947999572381],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
115,0,115,0,10,278.6570737,278.6570737,0.0214295,[-0.35694444444444445],[0.2513888888888889],[1],[0],[0],[1.8095865000505],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
116,0,116,0,5,280.4863374,280.4863374,0.0113651,[0.1486111111111111],[0.2902777777777778],[1],[0],[0],[1.5846207001013681],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
117,0,117,0,10,282.0879269,282.0879269,0.0209396,[0.3736111111111111],[-0.04583333333333333],[1],[0],[0],[1.7444216000149027],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
118,0,118,0,10,283.8571109,283.8571109,0.0214957,[0.18194444444444444],[-0.14027777777777778],[1],[0],[0],[1.6918722999980673],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
119,0,119,0,10,285.5745756,285.5745756,0.0221619,[0.04861111111111111],[-0.14722222222222223],[1],[0],[0],[2.057571499957703],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
120,0,120,0,10,287.6542447,287.6542447,0.0206427,[0.058333333333333334],[-0.33055555555555555],[1],[0],[0],[2.3605143000604585],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
121,0,121,0,5,290.0360222,290.0360222,0.0115957,[-0.11388888888888889],[-0.06527777777777778],[1],[0],[0],[1.7847799999872223],['target'],703948,1,2023-09-28_22h23.56.244,visual_search_experiment,2023.1.3,59.7469002
